Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
197,38,1,3,2,88,46,1,10,2,3.9,1,3,1,1,41,2,3
198,59,1,15,0,78,39,1,1,0,3.2,1,0,1,1,41,2,4
199,57,1,12,0,45,43,1,21,3,4.8,1,4,1,1,39,2,3
200,54,1,8,0,73,11,3,8,2,3.8,1,1,1,1,32,1,6
201,25,1,5,1,61,37,2,20,2,3.3,1,3,1,1,29,5,4
202,69,1,2,1,22,24,2,0,0,4.3,1,2,1,1,15,0,0
203,57,1,8,0,38,26,0,11,1,2.7,1,1,1,1,33,5,0
204,70,1,15,0,38,13,2,24,0,3.2,1,3,1,1,18,0,6
205,24,1,20,2,100,2,1,24,0,4.0,1,5,1,1,35,1,1
206,67,1,16,1,64,10,1,19,3,3.0,1,4,1,1,25,4,6
207,24,1,24,1,55,48,0,19,2,4.2,1,2,1,1,6,5,3
208,62,1,6,0,91,38,1,19,2,2.9,1,1,1,1,17,0,1
209,57,1,19,1,38,48,1,6,1,4.1,1,5,1,1,17,2,4
210,55,1,14,2,97,22,2,13,3,3.2,1,5,1,1,44,1,2
211,45,1,10,3,22,44,0,20,0,3.0,1,0,1,1,6,4,3
212,69,1,19,1,92,40,0,12,0,4.2,1,0,1,1,45,3,3
213,67,1,7,0,84,45,0,2,0,4.2,1,1,1,1,7,3,0
214,30,1,7,0,93,27,0,15,0,4.4,1,5,1,1,11,3,2
215,24,1,10,3,50,10,0,2,2,4.2,1,3,1,1,41,1,2
216,62,1,15,0,64,29,2,14,1,2.8,1,0,1,1,24,4,1
217,43,1,18,1,61,20,0,24,1,3.7,1,2,1,1,21,5,6
218,35,1,22,0,48,35,1,17,3,3.5,1,3,1,1,24,0,0
219,28,1,24,1,45,4,2,11,1,2.9,1,5,1,1,8,2,5
220,32,1,1,0,88,27,1,5,1,3.0,1,2,1,1,12,1,3
221,39,1,20,2,57,2,2,9,1,3.7,1,1,1,1,48,3,3
222,28,1,8,0,68,32,3,11,2,4.4,1,5,1,1,6,0,5
223,47,1,6,0,94,31,3,7,1,4.5,1,0,1,1,14,4,3
224,20,1,13,1,41,49,1,21,1,4.8,1,2,1,1,34,4,0
225,63,1,21,1,83,40,2,0,2,2.9,1,2,1,1,12,1,2
226,25,1,10,3,22,3,1,13,1,3.2,1,3,1,1,11,0,0
227,29,1,17,2,74,42,0,22,1,3.3,1,2,1,1,5,4,4
228,50,1,11,1,90,38,1,21,3,4.2,1,4,1,1,25,5,3
229,18,1,21,1,79,28,1,23,1,2.9,1,5,1,1,11,2,0
230,70,1,14,2,28,34,2,19,1,4.6,1,3,1,1,27,4,2
231,66,1,15,0,88,43,0,13,0,4.1,1,4,1,1,43,2,0
232,28,1,2,1,26,41,1,2,1,3.1,1,0,1,1,18,3,2
233,54,1,12,0,27,10,0,17,3,4.2,1,1,1,1,32,0,1
234,19,1,23,1,83,2,3,24,0,4.5,1,3,1,1,27,0,2
235,20,1,6,0,39,40,2,19,2,3.7,1,3,1,1,24,2,6
236,43,1,22,0,89,29,1,5,3,3.7,1,2,1,1,31,3,5
237,38,1,4,3,68,33,0,8,3,3.4,1,3,1,1,39,4,3
238,50,1,5,1,90,14,1,0,2,3.0,1,5,1,1,36,3,3
239,64,1,19,1,34,34,1,15,0,4.2,1,2,1,1,5,1,0
240,49,1,13,1,51,44,0,24,2,2.9,1,1,1,1,47,2,1
241,47,1,23,1,45,25,3,21,3,3.5,1,2,1,1,29,0,3
242,36,1,9,1,88,7,1,15,3,4.1,1,2,1,1,43,5,1
243,55,1,4,3,85,31,0,7,2,4.3,1,5,1,1,40,3,2
244,25,1,12,0,100,16,1,13,3,2.8,1,0,1,1,4,3,4
245,53,1,1,0,42,36,2,9,1,4.9,1,0,1,1,39,4,6
246,49,1,14,2,53,38,0,4,2,3.3,1,3,1,1,45,5,3
247,35,1,22,0,86,27,3,0,1,3.2,1,1,1,1,20,5,1
248,29,1,23,1,66,25,3,3,1,4.4,1,4,1,1,14,3,6
249,47,1,1,0,100,37,1,2,3,4.8,1,1,1,1,33,4,6
250,53,1,7,0,47,1,2,20,0,4.2,1,4,1,1,18,2,0
251,33,1,19,1,25,23,0,1,0,4.0,1,1,1,1,9,0,6
252,21,1,7,0,51,49,3,6,3,2.5,1,4,1,1,34,4,0
253,32,1,18,1,41,7,1,22,2,3.9,1,2,1,1,33,5,3
254,52,1,3,2,73,35,0,5,3,4.9,1,0,1,1,15,0,1
255,67,1,22,0,42,13,1,23,3,3.5,1,5,1,1,4,4,1
256,43,1,15,0,20,19,1,4,1,4.2,1,2,1,1,25,3,0
257,58,1,12,0,30,40,3,22,1,4.7,1,1,1,1,20,2,2
258,20,1,7,0,53,47,1,18,2,4.5,1,1,1,1,5,2,5
259,61,1,6,0,74,0,2,10,1,2.8,1,1,1,1,16,1,5
260,32,1,11,1,57,17,1,6,0,2.9,1,4,1,1,13,3,0
261,38,1,8,0,57,25,2,18,3,3.2,1,0,1,1,11,2,2
262,21,1,11,1,77,4,0,11,3,4.9,1,4,1,1,21,2,0
263,37,1,13,1,40,10,1,20,2,3.7,1,3,1,1,6,3,0
264,27,1,18,1,46,14,1,17,2,4.3,1,5,1,1,29,5,4
265,36,1,13,1,78,5,2,4,0,3.9,1,5,1,1,15,1,0
266,32,1,0,0,59,21,1,7,1,3.2,1,0,1,1,17,0,1
267,51,1,12,0,75,17,0,23,2,3.1,1,1,1,1,32,2,6
268,64,1,23,1,54,19,1,13,1,3.9,1,0,1,1,42,5,0
269,68,1,17,2,42,9,1,4,1,2.6,1,5,1,1,21,1,4
270,68,1,2,1,44,9,1,4,3,3.3,1,3,1,1,9,1,1
271,33,1,11,1,52,33,3,14,0,4.6,1,2,1,1,16,0,0
272,65,1,22,0,69,19,3,24,2,4.6,1,1,1,1,42,2,3
273,48,1,12,0,26,36,1,0,2,4.4,1,0,1,1,37,3,1
274,69,1,4,3,33,33,2,19,1,4.2,1,1,1,1,32,3,5
275,59,1,12,0,32,19,1,9,1,3.0,1,1,1,1,28,1,1
276,48,1,0,0,85,45,3,10,3,4.0,1,1,1,1,13,2,6
277,25,1,19,1,30,40,3,21,0,3.5,1,1,1,1,11,0,3
278,29,1,16,1,29,9,1,8,3,3.0,1,5,1,1,36,0,1
279,57,1,23,1,95,10,1,14,1,3.7,1,1,1,1,23,3,0
280,23,1,20,2,69,3,0,21,2,4.0,1,4,1,1,37,0,4
281,45,1,14,2,69,25,2,5,0,4.2,1,0,1,1,21,1,1
282,38,1,1,0,61,35,3,4,1,2.5,1,4,1,1,22,3,1
283,21,1,19,1,94,22,1,20,2,3.0,1,0,1,1,9,1,4
284,32,1,23,1,30,25,2,12,0,3.2,1,3,1,1,16,5,0
285,63,1,19,1,45,34,1,18,2,3.5,1,4,1,1,4,4,5
286,29,1,7,0,39,16,3,24,2,4.8,1,1,1,1,3,3,1
287,27,1,12,0,51,26,0,7,2,2.6,1,5,1,1,6,3,0
288,56,1,15,0,37,7,0,2,1,3.4,1,0,1,1,18,5,3
289,30,1,24,1,62,32,1,10,3,3.7,1,0,1,1,34,5,1
290,49,1,4,3,85,31,1,24,0,4.5,1,0,1,1,26,2,4
291,58,1,24,1,33,5,1,9,3,3.7,1,4,1,1,50,4,6
292,57,1,5,1,26,7,3,22,0,3.3,1,3,1,1,40,0,4
293,60,1,17,2,99,43,1,8,1,4.7,1,2,1,1,24,1,5
294,69,1,7,0,39,6,1,23,1,2.7,1,1,1,1,33,4,0
295,70,1,19,1,20,29,1,6,1,4.6,1,5,1,1,19,2,2
296,53,1,22,0,42,47,1,9,3,2.7,1,5,1,1,24,2,5
297,25,1,14,2,74,13,2,10,1,4.8,1,0,1,1,19,2,6
298,48,1,17,2,26,7,3,17,2,4.4,1,4,1,1,4,2,1
299,69,1,24,1,53,19,1,10,3,4.0,1,4,1,1,11,5,2
300,25,1,20,2,80,37,1,12,2,3.2,1,3,1,1,28,4,3
301,29,1,8,0,98,14,1,20,1,4.4,1,5,1,1,24,4,6
302,46,1,19,1,95,37,1,8,1,3.8,1,4,1,1,25,2,2
303,37,1,23,1,44,7,0,13,2,3.6,1,1,1,1,27,0,2
304,20,1,14,2,60,36,1,21,2,3.3,1,3,1,1,49,5,6
305,40,1,5,1,84,36,1,8,3,3.4,1,3,1,1,45,2,1
306,60,1,23,1,59,43,1,20,0,3.5,1,0,1,1,26,4,0
307,26,1,10,3,49,33,2,23,2,3.6,1,1,1,1,4,1,0
308,29,1,6,0,32,8,1,14,3,3.2,1,2,1,1,3,2,2
309,66,1,7,0,29,19,1,0,0,3.7,1,4,1,1,45,5,1
310,66,1,5,1,22,22,1,24,1,4.5,1,4,1,1,21,1,3
311,56,1,13,1,85,25,1,4,3,4.6,1,4,1,1,50,1,3
312,69,1,11,1,52,38,0,19,3,4.1,1,5,1,1,19,0,4
313,38,1,13,1,89,20,0,8,1,3.4,1,3,1,1,6,4,0
314,42,1,5,1,77,44,1,16,1,3.7,1,1,1,1,50,2,2
315,30,1,13,1,24,29,1,17,2,3.3,1,5,1,1,17,3,2
316,66,1,12,0,24,48,3,14,1,4.5,1,1,1,1,24,3,0
317,36,1,7,0,22,4,1,4,0,3.3,1,2,1,1,46,5,4
318,58,1,23,1,82,47,0,20,0,4.3,1,4,1,1,42,1,2
319,45,1,0,0,67,40,1,0,3,2.5,1,4,1,1,10,1,0
320,47,1,18,1,74,18,3,23,1,2.6,1,4,1,1,1,1,2
321,66,1,12,0,72,15,0,23,2,4.9,1,4,1,1,28,3,5
322,41,1,20,2,36,44,0,14,2,4.7,1,2,1,1,48,3,5
323,41,1,1,0,95,41,2,5,3,3.0,1,4,1,1,47,2,4
324,66,1,9,1,78,41,1,14,3,3.5,1,3,1,1,29,4,1
325,37,1,16,1,82,49,1,13,2,4.8,1,4,1,1,37,5,5
326,70,1,13,1,70,44,1,4,3,4.3,1,2,1,1,38,3,0
327,62,1,15,0,41,29,1,23,0,3.2,1,5,1,1,48,0,6
328,61,1,4,3,42,14,1,20,2,3.1,1,2,1,1,36,4,6
329,48,1,4,3,50,8,1,24,0,2.8,1,2,1,1,9,2,6
330,70,1,21,1,31,27,2,23,2,2.9,1,0,1,1,34,0,4
331,46,1,23,1,51,33,1,0,3,3.7,1,1,1,1,43,5,1
332,31,1,16,1,98,8,0,0,0,3.3,1,5,1,1,46,4,5
333,19,1,16,1,86,31,1,12,3,2.8,1,0,1,1,5,2,4
334,39,1,23,1,64,1,1,20,3,4.5,1,4,1,1,15,0,1
335,41,1,2,1,46,15,1,10,0,2.6,1,3,1,1,30,2,0
336,20,1,23,1,85,36,0,12,1,3.7,1,4,1,1,44,5,2
337,36,1,8,0,81,38,2,14,0,4.4,1,1,1,1,16,4,0
338,32,1,23,1,59,30,1,5,3,4.3,1,0,1,1,16,0,0
339,69,1,9,1,79,20,1,19,3,3.5,1,1,1,1,16,1,6
340,40,1,18,1,33,37,1,20,1,3.8,1,0,1,1,21,2,2
341,40,1,18,1,47,29,0,2,2,3.5,1,1,1,1,39,5,2
342,20,1,8,0,20,43,2,2,2,4.6,1,5,1,1,40,3,1
343,64,1,4,3,36,16,1,13,1,2.6,1,3,1,1,48,2,2
344,27,1,14,2,39,26,1,17,2,4.4,1,3,1,1,26,5,4
345,24,1,19,1,71,45,1,4,3,4.0,1,4,1,1,46,3,4
346,48,1,17,2,59,49,2,13,3,4.4,1,3,1,1,27,0,0
347,49,1,11,1,50,30,0,22,1,4.7,1,3,1,1,5,1,6
348,36,1,14,2,41,36,0,18,0,3.9,1,5,1,1,43,4,3
349,56,1,2,1,59,39,1,0,0,2.7,1,2,1,1,17,4,3
350,37,1,8,0,87,2,1,8,3,3.7,1,0,1,1,3,0,1
351,42,1,23,1,68,16,1,22,1,2.6,1,0,1,1,47,0,3
352,28,1,19,1,90,31,1,20,3,3.9,1,4,1,1,24,3,1
353,27,1,11,1,71,42,3,24,0,4.9,1,3,1,1,12,1,2
354,63,1,20,2,64,24,0,24,0,4.1,1,5,1,1,35,3,4
355,58,1,12,0,76,37,2,13,0,3.0,1,2,1,1,42,5,6
356,37,1,12,0,42,36,3,11,0,4.1,1,0,1,1,1,4,2
357,56,1,13,1,80,27,0,1,1,3.8,1,4,1,1,27,1,6
358,18,1,1,0,56,3,1,13,1,4.0,1,4,1,1,16,2,1
359,48,1,8,0,25,22,3,11,2,3.6,1,1,1,1,36,2,2
360,31,1,20,2,74,9,1,13,3,3.0,1,5,1,1,30,2,2
361,51,1,13,1,30,38,1,20,2,3.0,1,4,1,1,18,3,3
362,65,1,24,1,96,27,1,23,1,2.6,1,2,1,1,45,1,0
